web-scraper-order,web-scraper-start-url,Details,superficie,addresse,prix,image_lien-src
"1705965876-79","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain À Vendre","1,000 m²","Touba,
Diourbel","550 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/17143929b9b92c447240ff2ca6c9a9e1/-/horizon-files-prod/ed/picture/q8v5dwpj/d2f650efd2d30c43777e26598b71afb8aa23406b.jpg"
"1705965876-80","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705965876-81","https://www.expat-dakar.com/terrains-a-vendre?page=44","","","","",""
"1705965876-82","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain à vendre Mbour","200 m²","Thiès,
Thiès","7 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/492a74c9b359c7256cb90e49f5c3214c/-/horizon-files-prod/ed/picture/qv4p758k/6ce0eae8a595b2733e9204d683333308825b525b.jpg"
"1705965876-83","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain de 4hectares à vendre à daga Kholpa titre foncier","40,000 m²","Diass,
Thiès","520 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e69e78b8de28ad5a740163a500cf3ed/-/horizon-files-prod/ed/picture/qenq97nx/583ac7e5ea53f47eda9f36137918265109ee89f7.png"
"1705965876-84","https://www.expat-dakar.com/terrains-a-vendre?page=44","1hectare à vendre castor Bourguiba","10,000 m²","Castor,
Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a825cf0cc554ebc0142cba0a6690e874/-/horizon-files-prod/ed/picture/q6xkrq86/64007a9d6232a9f8a44e001e520d8da164c59fa5.jpg"
"1705965876-85","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrains à vendre Diamniado","5,125 m²","Diamniadio,
Dakar","250 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/740b488e3fa6e5c13b3ddd1e5b311468/-/horizon-files-prod/ed/picture/qzvdr8wv/ef13099cf7e47c8f4573feba8d1a59abf967ebb6.jpg"
"1705965876-86","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrains à vendre mboro","10,000,540,000 m²","Mboro,
Thiès","6 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea8b588d42e25c1178cd3c231e8e270a/-/horizon-files-prod/ed/picture/qenqprzd/e484da358778d104b090b305420380fe5a2383bb.jpg"
"1705965876-87","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrains à vendre point sarene","2,000,000,000 m²","Pointe Sarene,
Thiès","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/588f120c24af9449a4f5a727eb171a41/-/horizon-files-prod/ed/picture/q56xrp27/c5efe8c0d950e48df1dae03e0513a87e0304557e.jpg"
"1705965876-88","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain à côté de King Fahd Palace","40,000 m²","Almadies,
Dakar","1 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/26b204541780117844a347018c4c4e1a/-/horizon-files-prod/ed/picture/qv4e9dxv/c77ed8c7a23016c4622acfb01bb956b22445bc8f.jpg"
"1705965876-89","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain route de Ngor","1,014 m²","Ngor,
Dakar","1 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5abc9194d1f962bf0757e2fabfd8746a/-/horizon-files-prod/ed/picture/q9m9rkd5/d8d1e217b3e348954fa5320137d06464ee929a3f.jpg"
"1705965876-90","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain angle à la cité safco","","Keur Massar,
Dakar","16 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/531e69f7b2a700ee3bbe1a2b9e70f789/-/horizon-files-prod/ed/picture/qq4479jj/14afbfc5644f4461e978976384db88ebd42902e8.jpg"
"1705965876-91","https://www.expat-dakar.com/terrains-a-vendre?page=44","1 hectare à yene","10,000 m²","Yene,
Dakar","170 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/55e542aed424f3638e1994b61867a207/-/horizon-files-prod/ed/picture/qenqprnx/b7f96c5d7792d0b1c42c4800a86c71d570a37c36.jpg"
"1705965895-92","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705965895-93","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705965895-94","https://www.expat-dakar.com/terrains-a-vendre?page=43","","","","",""
"1705965895-95","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain à vendre à ouest foire","150 m²","Ouest foire,
Dakar","70 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/270bf867b530a9922b794a00219836bb/-/horizon-files-prod/ed/picture/qngdjw5r/f8c9aaa53d2a45df53e50a2870dcd14a6c67bfbf.jpg"
"1705965895-96","https://www.expat-dakar.com/terrains-a-vendre?page=43","Maison à démolir à patte d’ois","592 m²","Patte d‘oie,
Dakar","250 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/22654afaf06e5f5e7ba4d089763f22e6/-/horizon-files-prod/ed/picture/qm5pvj46/faf442e0c26a35385eaed3e475ddc6b87a866537.jpg"
"1705965895-97","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain à vendre à Keur Massar Extension","150 m²","Keur Massar,
Dakar","15 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/60d4de91824759784db278e240baf676/-/horizon-files-prod/ed/picture/q448rrkm/d0d1e0a89f4660bfdabc01fb5703d55fb0ff3be6.jpg"
"1705965895-98","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrains à vendre keur Ndiaye lo","260 m²","Keur ndiaye lô,
Dakar","9 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/171e24308eb2cb76f90d9a64368817e0/-/horizon-files-prod/ed/picture/qrzv6ng9/4a123300ab6d319fef2259e01cbb44be36a53676.jpg"
"1705965895-99","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain à vendre","540 m²","Almadies,
Dakar","290 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3748f7cc3690f4826032a6da859434f7/-/horizon-files-prod/ed/picture/qwe2ngnm/be155aa75e7e9dcaadff7199c5e944d9ce443d97.jpg"
"1705965895-100","https://www.expat-dakar.com/terrains-a-vendre?page=43","TERRAIN 668 m2 (Titre Foncier Individuel) à vendre","668 m²","Point-e,
Dakar","734 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c9daacabda3e64e90e119808fa57c84/-/horizon-files-prod/ed/picture/q9m9r5nw/7a7d8098f2428f4a480f7688a3c14ba4d6092cde.jpg"
"1705965895-101","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain 630m2 TF à vendre Point E","630 m²","Point-e,
Dakar","750 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/46ccd8b4f677d198c791f4cb66423979/-/horizon-files-prod/ed/picture/qw5xzpz/f27e04023397a05c0f7eb6aebea206ea0a4cf982.jpg"
"1705965895-102","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain 30Hectares à vendre route des niayes","300,000 m²","Kayar,
Thiès","3 000 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4d3adaca7e818d06f7a5b1bb3f45b35/-/horizon-files-prod/ed/picture/qkqndmm/30798bcb30af38582a568e41fe0e867ee52ac71e.jpg"
"1705965895-103","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain TF de 2.740 m² à vendre à Hann Bel Air","2,740 m²","Hann Bel-Air,
Dakar","525 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3810a6783ef19f1c6ff84715a6e2dd9/-/horizon-files-prod/ed/picture/qj4r5pqz/daad96b02d4adf676364a28ecc6146dcbc347d6f.jpg"
"1705965895-104","https://www.expat-dakar.com/terrains-a-vendre?page=43","Terrain à vendre !","45,000 m²","Mbour,
Thiès","1 800 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d03b2939abbc1f29d66a39863f2b5ff8/-/horizon-files-prod/ed/picture/qenqp9vz/df72301739fd726f8d13155f5e6ed2876da90c78.jpg"
"1705965915-105","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrain À Vendre","1,000 m²","Touba,
Diourbel","550 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/17143929b9b92c447240ff2ca6c9a9e1/-/horizon-files-prod/ed/picture/q8v5dwpj/d2f650efd2d30c43777e26598b71afb8aa23406b.jpg"
"1705965915-106","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705965915-107","https://www.expat-dakar.com/terrains-a-vendre?page=42","","","","",""
"1705965915-108","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrain Titre foncier à malika plage","300 m²","Parcelles Assainies,
Dakar","35 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a85643580ddebc94f86c4e2376e3c96c/-/horizon-files-prod/ed/picture/qpd6n7wq/a781ae7d58bf19427b69ed50eb4990889d013ea6.png"
"1705965915-109","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrain bien placer","195 m²","Mamelles,
Dakar","200 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/95f325cf9b92810db60a7d9301ca060e/-/horizon-files-prod/ed/picture/qzvdr6xr/2e48a0bb973cdc7465ebc94c79b9b45c2de07fd2.jpg"
"1705965915-110","https://www.expat-dakar.com/terrains-a-vendre?page=42","TERRAINS A VENDRE SOMONE","85,000 m²","Somone,
Thiès","17 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/673c9aea66844c3337e39cddf9f7eb81/-/horizon-files-prod/ed/picture/qpd6n25x/2313ef73c9e09cd3b74b2e58f3914167b870cb77.jpg"
"1705965915-111","https://www.expat-dakar.com/terrains-a-vendre?page=42","TERRAIN A VENDRE","502 m²","VDN,
Dakar","300 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0f64b1cbc9105e754098e77b15ca4bd/-/horizon-files-prod/ed/picture/q785pk4d/efc701345ef28f306428acb94fb09fb5905c31e5.jpg"
"1705965915-112","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrains à vendre à thies","300 m²","Thiès,
Thiès","7 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb181b64a485c32b125db1e969068664/-/horizon-files-prod/ed/picture/qenqrjjx/0f98ea9ad5fbfdd65f6ca2bb459001f4db00bdd6.jpg"
"1705965915-113","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrains TF","300 m²","Tivaouane,
Thiès","3 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c59657aaea43123d6c8da54e38a89180/-/horizon-files-prod/ed/picture/q9m9k6w8/8f60e2a3fa018364d73b8a396c65ae079755e2af.jpg"
"1705965915-114","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrains à vendre à la cité diaspora thies","","Thiès,
Thiès","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/90aa1ed27025a431dcbe687e8cb8b242/-/horizon-files-prod/ed/picture/q8v5mxdp/d8663a8f7ff38931841445d63baa18bcf2ddc78a.jpg"
"1705965915-115","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrain angle à vendre","228 m²","Mbao,
Dakar","40 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed799c096239c3d1e16435c003e4fc74/-/horizon-files-prod/ed/picture/qrzv6jjm/37c07f295281e4acecb913efd11a737b9f9f6946.jpg"
"1705965915-116","https://www.expat-dakar.com/terrains-a-vendre?page=42","Un terrain 300m² à Mbour","300 m²","Malicounda,
Thiès","16 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbd72977a47c6e3650283573e6201a96/-/horizon-files-prod/ed/picture/q56xxk85/349e778155a736233a0bdc60a8b1d1099f28b868.jpg"
"1705965915-117","https://www.expat-dakar.com/terrains-a-vendre?page=42","Terrain de 9.000 m2 pied dans l'eau au virage","9,000 m²","Virage,
Dakar","11 000 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/184a75a1d5ed59d89e44633266449483/-/horizon-files-prod/ed/picture/qv4edx2w/4bf010f34b5f24e3335275cdfab4f39ffbebd6af.jpg"
"1705965935-118","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705965935-119","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705965935-120","https://www.expat-dakar.com/terrains-a-vendre?page=41","","","","",""
"1705965935-121","https://www.expat-dakar.com/terrains-a-vendre?page=41","CORNICHE MAMELLES","1,000 m²","Mamelles,
Dakar","1 200 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/503268f784981df8a4e9572cb357f338/-/horizon-files-prod/ed/picture/qq47wx6j/1539cb7e64cf330dcb14d3949e03c8535cdb3a4d.jpg"
"1705965935-122","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrain à vendre cité Mbackiyou Faye","300 m²","Mamelles,
Dakar","200 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf43f510465760dad91203a86c0e5ce6/-/horizon-files-prod/ed/picture/qkrg7gen/659aca7d4061610abeacf5cde44140098fb4556d.jpg"
"1705965935-123","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrains à vendre keur gorgui","500 m²","Cité keur gorgui,
Dakar","465 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4668a4304754aa77b26a310b24ae08bb/-/horizon-files-prod/ed/picture/qngx9pkw/62f1db22a7ba80d3cb01742a4e4460ffb80f98a4.jpg"
"1705965935-124","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrain à vendre almadies","540 m²","Almadies,
Dakar","320 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f3d55e8fbd578fe448dc30d00eda9062/-/horizon-files-prod/ed/picture/q0gwkwe6/b98b66ec3c5e0de8fd8c918ce11db355986c7ee2.jpg"
"1705965935-125","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrain nu à vendre virage","454 m²","Virage,
Dakar","450 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7a40406056eb90570bd771870d30606/-/horizon-files-prod/ed/picture/qwe2r2gp/491ae876d5b3e50483021e1ab4c867de8370b626.jpg"
"1705965935-126","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrains à vendre almadies Recasement 1","300 m²","Almadies,
Dakar","180 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/72a5c2beb7c6184da69aef033e353676/-/horizon-files-prod/ed/picture/q0gwkwng/b6e23d43088f53b36f199a21221e952b12f71174.jpg"
"1705965935-127","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrains à vendre à Nguerine","1,141 m²","Nguekhokh,
Thiès","80 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5833460a1aabfeb575a40654537522e9/-/horizon-files-prod/ed/picture/q0g2m28j/a42f24e0cb29eb2fa54477ef44a6bfbc2fb95904.jpg"
"1705965935-128","https://www.expat-dakar.com/terrains-a-vendre?page=41","Terrain de 1800 m2 avec proje5 à terminer à la Somone","1,800 m²","Somone,
Thiès","130 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3dbd6737ee415fe221bcf2027f5d5912/-/horizon-files-prod/ed/picture/q9m9r226/ef010ccab7d19229e2d4993a128ccb3efe6ee9c2.jpg"
"1705965935-129","https://www.expat-dakar.com/terrains-a-vendre?page=41","Verger Fruitier","96,799 m²","Thiès,
Thiès","62 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c0df0cc3e36673015f42d93a8781e6d/-/horizon-files-prod/ed/picture/qdek9p08/58974c7944df9c0020086b8bae80751d33937ee4.jpg"
"1705965935-130","https://www.expat-dakar.com/terrains-a-vendre?page=41","3 hectares a Bargny","","Bargny,
Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/23c2c4d4be6f8961108fd5248c9cc755/-/horizon-files-prod/ed/picture/q56x9mn7/cb1ce607f2c0452103ef5abb48f5d4e1cd9cfb89.jpg"
"1705965955-131","https://www.expat-dakar.com/terrains-a-vendre?page=40","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705965955-132","https://www.expat-dakar.com/terrains-a-vendre?page=40","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705965955-133","https://www.expat-dakar.com/terrains-a-vendre?page=40","","","","",""
"1705965955-134","https://www.expat-dakar.com/terrains-a-vendre?page=40","Une promotion exceptionnelle !","200 m²","Mbour,
Thiès","5 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ac629198c075a56f19c36ae42e8977b/-/horizon-files-prod/ed/picture/qm5pvek6/44ee4a6f0e3199af8e3bd3fbe0af029b6ca566b7.jpg"
"1705965955-135","https://www.expat-dakar.com/terrains-a-vendre?page=40","Une belle opportunité !","200 m²","Malicounda,
Thiès","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/df0edf72332e74af49e5cff32286a27b/-/horizon-files-prod/ed/picture/qgq9468q/ea86b041ee15572ecaf7c3611172d4107c7abc53.jpg"
"1705965955-136","https://www.expat-dakar.com/terrains-a-vendre?page=40","Terrains à vendre almadies Recasement","200 m²","Almadies,
Dakar","110 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/9aebf2f6115b55bccfd693f9cd5d179e/-/horizon-files-prod/ed/picture/q0gw849x/01d8f841defc30f65e63e381892a49157b40d7e4.jpg"
"1705965955-137","https://www.expat-dakar.com/terrains-a-vendre?page=40","Terrains à vendre cite hawa dia","150 m²","Kounoune,
Dakar","17 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/724b60488793a2a0908a8c18647059d6/-/horizon-files-prod/ed/picture/q2jq8xwk/85bca3be0f745739540ed07b6cc4c98377971943.jpg"
"1705965955-138","https://www.expat-dakar.com/terrains-a-vendre?page=40","Villa commerciale 888m2 à démolir à almadies","888 m²","Almadies,
Dakar","888 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7bbc49d4e3870f8de06de30dcd5db0a/-/horizon-files-prod/ed/picture/q8dr207/7c28a6c40cd66b2dd0b37e8f475c202953b1b9db.jpg"
"1705965955-139","https://www.expat-dakar.com/terrains-a-vendre?page=40","Champs à kagnak","19,880 m²","Kayar,
Thiès","45 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/534e926f8cb242714a9f773083806b6d/-/horizon-files-prod/ed/picture/q448rgjv/368db4d33563c31cb62b20ff816a8e16bdee5952.png"
"1705965955-140","https://www.expat-dakar.com/terrains-a-vendre?page=40","Terrain de 2000 m2 á vendre à Nguerigne","2,000 m²","Nguering,
Thiès","80 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/60548715324032cd28c9382a0ec1bb36/-/horizon-files-prod/ed/picture/qgq94rx2/4289e84496a0c84503bab52a3ee782936961ed03.jpg"
"1705965955-141","https://www.expat-dakar.com/terrains-a-vendre?page=40","Terrain par tranche ou crédit","","Mbour,
Thiès","1 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d26f30b5e2b2793cf0edc4e5ed2cb3c/-/horizon-files-prod/ed/picture/qp75k6q/296a28234728ef6522e7a0ba9833f195df38d4c1.jpg"
"1705965955-142","https://www.expat-dakar.com/terrains-a-vendre?page=40","Terrains à Vendre à Kissane, dans la commune de Notto, Thiès","300 m²","Thiès,
Thiès","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ced5f14e601d3422719e838e178c285d/-/horizon-files-prod/ed/picture/qv4pj2q5/5ad73bd8c2b3f0a39f03eadfcd62c071523c1f90.jpg"
"1705965955-143","https://www.expat-dakar.com/terrains-a-vendre?page=40","Deux terrains jumelés a malika plage","385 m²","Malika,
Dakar","70 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/eddda31d76192b2d4603feb83a075512/-/horizon-files-prod/ed/picture/q8v5p020/3167fbcc57e782b3db14102b7af803d969b97007.jpg"
"1705965975-144","https://www.expat-dakar.com/terrains-a-vendre?page=39","Terrain À Vendre","1,000 m²","Touba,
Diourbel","550 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/17143929b9b92c447240ff2ca6c9a9e1/-/horizon-files-prod/ed/picture/q8v5dwpj/d2f650efd2d30c43777e26598b71afb8aa23406b.jpg"
"1705965975-145","https://www.expat-dakar.com/terrains-a-vendre?page=39","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705965975-146","https://www.expat-dakar.com/terrains-a-vendre?page=39","","","","",""
